post_id,sentiment_label,prediccion,date_local,likes,comments,textura
2475992696930914838,4.708333333333333,[['Skirt']],2020-12-31_02-22-32_UTC,3478,24,[[['print']]]
2477225519033606649,5.0,"[['Dress'], ['Dress'], ['Skirt']]",2021-01-01_19-11-55_UTC,2593,10,"[[['floral']], [['print']], [['print']]]"
2479331852490849341,3.8,[['Blouse']],2021-01-04_16-56-50_UTC,847,22,[[['print']]]
2480729117491015697,4.5,[['Dress']],2021-01-06_15-12-57_UTC,1531,8,[[['print']]]
2490281432082394431,4.775280898876405,"[['Skirt'], ['Top']]",2021-01-19_19-31-42_UTC,4006,91,"[[['graphic']], [['floral']]]"
2503178785131009665,4.844444444444444,"[['Top'], ['Top'], ['Jacket'], ['Jacket'], ['Blouse'], ['Tee'], ['Top'], ['Sweater'], ['Skirt'], ['Blouse']]",2021-02-06_14-36-26_UTC,3207,79,"[[['print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]"
2512571563522828024,4.512820512820513,[['Jacket']],2021-02-19_13-38-12_UTC,2481,40,[[['floral']]]
2520212078934098362,3.952380952380953,"[['Jacket'], ['Skirt'], ['Blouse'], ['Jeans'], ['Dress']]",2021-03-02_02-38-33_UTC,4495,44,"[[['graphic']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]"
2522937554140228147,4.44,"[['Jacket'], ['Jacket'], ['Jeans'], ['Jeans'], ['Jacket']]",2021-03-05_20-53-35_UTC,2087,28,"[[['floral', 'print']], [['floral', 'print']], [['floral']], [['print']], [['floral']]]"
2526586312258369714,4.228070175438597,"[['Jacket'], ['Blouse'], ['Blouse'], ['Jacket'], ['Blouse'], ['Dress']]",2021-03-10_21-43-00_UTC,3586,59,"[[['floral']], [['print']], [['print']], [['floral', 'print']], [['floral']], [['floral']]]"
2532900387862987315,4.714285714285714,"[['Dress'], ['Skirt']]",2021-03-19_14-47-57_UTC,388,7,"[[['print']], [['floral']]]"
2549754331826269853,4.666666666666667,"[['Dress'], ['Tee'], ['Jacket'], ['Jacket'], ['Shorts'], ['Top'], ['Tee'], ['Shorts'], ['Tee'], ['Shorts']]",2021-04-11_20-53-44_UTC,1276,9,"[[['floral']], [['floral', 'print']], [['floral']], [['print']], [['floral']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']]]"
2559233888321173733,4.583333333333333,"[['Blouse'], ['Jacket'], ['Jacket'], ['Skirt']]",2021-04-24_22-47-55_UTC,1538,27,"[[['floral', 'print']], [['floral', 'print']], [['print']], [['print']]]"
2559253519240948287,5.0,"[['Jacket'], ['Jacket'], ['Tee'], ['Tee']]",2021-04-24_23-26-55_UTC,565,18,"[[['print']], [['floral']], [['floral']], [['print']]]"
2561207198537872997,5.0,"[['Sweater'], ['Sweater'], ['Tee'], ['Sweater']]",2021-04-27_16-08-32_UTC,330,11,"[[['print']], [['floral', 'print']], [['floral']], [['floral']]]"
2569968504371854984,4.818181818181818,"[['Skirt'], ['Tee'], ['Jacket']]",2021-05-09_18-15-41_UTC,653,14,"[[['print']], [['floral']], [['floral', 'print']]]"
2572794730618723374,4.75,[['Top']],2021-05-13_15-50-53_UTC,1971,16,[[['print']]]
2585884686786476841,4.65625,[['Tee']],2021-05-31_17-18-18_UTC,3360,32,[[['print']]]
2591725852861722154,5.0,"[['Dress'], ['Dress']]",2021-06-08_18-43-39_UTC,349,8,"[[['print']], [['floral']]]"
2591736641148486955,4.636363636363637,"[['Dress'], ['Blouse']]",2021-06-08_19-05-05_UTC,528,13,"[[['floral', 'print']], [['floral']]]"
2603477123037675732,4.608695652173913,"[['Top'], ['Top'], ['Shorts'], ['Tee'], ['Sweater'], ['Tee'], ['Shorts']]",2021-06-24_23-51-19_UTC,4135,47,"[[['print']], [['print']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['print']]]"
2605549912389558744,4.4324324324324325,"[['Tee'], ['Blouse'], ['Tee'], ['Tee']]",2021-06-27_20-29-35_UTC,4614,113,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral']]]"
2621626153143962347,4.5,"[['Tee'], ['Shorts'], ['Blouse']]",2021-07-20_00-50-12_UTC,833,8,"[[['print']], [['print']], [['print']]]"
2626712897551966608,4.633440514469453,"[['Blouse'], ['Top']]",2021-07-27_01-16-40_UTC,8353,317,"[[['floral']], [['floral']]]"
2628560752212899142,4.541666666666667,"[['Top'], ['Top'], ['Skirt']]",2021-07-29_14-28-01_UTC,1801,24,"[[['floral']], [['floral']], [['print']]]"
2628908614960489850,4.426666666666667,"[['Blouse'], ['Dress']]",2021-07-30_01-59-10_UTC,4927,76,"[[['print']], [['floral']]]"
2629477330261068009,4.5,[['Jeans']],2021-07-30_20-49-06_UTC,3251,59,[[['floral']]]
2636547987860140697,4.69811320754717,[['Tee']],2021-08-09_14-57-14_UTC,1983,75,[[['print']]]
2647419825297360390,3.0,[['Dress']],2021-08-24_14-57-38_UTC,-1,2,[[['print']]]
2675122225885777075,4.565789473684211,"[['Tee'], ['Skirt'], ['Shorts']]",2021-10-01_20-17-21_UTC,3006,77,"[[['dot']], [['floral', 'print']], [['print']]]"
2675130986830692766,4.661764705882353,"[['Jacket'], ['Blouse'], ['Tee']]",2021-10-01_20-34-46_UTC,3327,69,"[[['print']], [['print']], [['print']]]"
2678034473163946209,4.424242424242424,[['Dress']],2021-10-05_20-43-28_UTC,2697,33,"[[['floral', 'print']]]"
2692532322917279945,4.651162790697675,"[['Blouse'], ['Skirt']]",2021-10-25_20-48-07_UTC,1794,45,"[[['floral', 'print']], [['floral']]]"
2724423115079040819,4.431818181818182,"[['Skirt'], ['Skirt'], ['Dress'], ['Jacket'], ['Dress']]",2021-12-08_20-49-25_UTC,2809,48,"[[['floral']], [['floral']], [['floral']], [['floral', 'print']], [['floral']]]"
2735991232985028519,4.421052631578948,[['Sweater']],2021-12-24_19-53-12_UTC,1798,19,[[['print']]]
2740074278726644915,4.8125,"[['Jacket'], ['Jeans']]",2021-12-30_11-05-29_UTC,1731,16,"[[['floral', 'print']], [['floral']]]"
2754295788219793128,4.575757575757576,[['Jacket']],2022-01-19_02-01-05_UTC,1991,33,"[[['floral', 'print']]]"
2767173166758869621,4.333333333333333,"[['Shorts'], ['Top']]",2022-02-05_20-26-08_UTC,435,8,"[[['print']], [['floral']]]"
2769856033012344044,5.0,[['Sweater']],2022-02-09_13-16-31_UTC,2222,33,[[['print']]]
2788257410675213241,4.8,[['Blouse']],2022-03-06_22-36-46_UTC,1499,31,[[['print']]]
2794684824234133523,4.095238095238095,"[['Shorts'], ['Skirt'], ['Top']]",2022-03-15_19-26-54_UTC,1014,22,"[[['floral']], [['floral']], [['floral']]]"
2794692693998192779,4.686274509803922,"[['Dress'], ['Dress'], ['Dress']]",2022-03-15_19-42-32_UTC,2102,53,"[[['floral', 'print']], [['print']], [['print']]]"
2797050665253256957,4.373333333333333,"[['Blouse'], ['Shorts'], ['Blouse'], ['Skirt'], ['Blouse'], ['Shorts'], ['Blouse'], ['Shorts'], ['Jacket'], ['Dress']]",2022-03-19_01-47-24_UTC,3311,75,"[[['print']], [['print']], [['print']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
2799230326620051367,4.625,"[['Shorts'], ['Tee'], ['Shorts'], ['Blouse'], ['Skirt'], ['Tee'], ['Sweater'], ['Dress'], ['Dress']]",2022-03-22_01-58-00_UTC,1887,42,"[[['floral']], [['print']], [['floral', 'print']], [['floral']], [['floral']], [['print']], [['print']], [['floral', 'print']], [['floral']]]"
2816532716942986616,4.645161290322581,"[['Blouse'], ['Tee'], ['Shorts'], ['Jacket'], ['Dress'], ['Skirt'], ['Sweater'], ['Dress'], ['Tee'], ['Skirt']]",2022-04-14_22-54-45_UTC,3758,31,"[[['print']], [['print']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['print']], [['floral']], [['floral', 'print']]]"
2818698989294581239,4.783783783783784,"[['Skirt'], ['Skirt']]",2022-04-17_22-38-45_UTC,1675,41,"[[['print']], [['floral']]]"
2818707041376570478,4.733333333333333,"[['Jacket'], ['Shorts']]",2022-04-17_22-54-45_UTC,1184,19,"[[['floral']], [['floral', 'print']]]"
2818707830694232052,4.785714285714286,"[['Tee'], ['Tee']]",2022-04-17_22-56-19_UTC,1153,16,"[[['print']], [['floral']]]"
2831583364470560714,4.642857142857143,"[['Jeans'], ['Skirt'], ['Jeans']]",2022-05-05_17-17-42_UTC,1431,28,"[[['floral']], [['floral']], [['floral']]]"
2833857126012010980,4.923076923076923,"[['Blouse'], ['Shorts'], ['Jeans'], ['Tee'], ['Skirt']]",2022-05-08_20-35-16_UTC,1521,13,"[[['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['floral']]]"
2839295274344150071,5.0,[['Blouse']],2022-05-16_08-39-54_UTC,1075,5,"[[['floral', 'print']]]"
2840552574562660769,4.785714285714286,"[['Jacket'], ['Shorts'], ['Jeans']]",2022-05-18_02-17-56_UTC,1706,28,"[[['floral', 'print']], [['floral', 'print']], [['floral']]]"
2841864049202208711,4.531172069825437,"[['Shorts'], ['Skirt']]",2022-05-19_21-43-36_UTC,7389,258,"[[['floral', 'print']], [['floral']]]"
2842510185373911482,4.450777202072539,"[['Tee'], ['Jacket']]",2022-05-20_19-07-21_UTC,6360,195,"[[['floral']], [['floral', 'print']]]"
2845954713469061537,4.846153846153846,"[['Jeans'], ['Jacket'], ['Jeans']]",2022-05-25_13-11-01_UTC,2003,13,"[[['floral']], [['floral', 'print']], [['floral', 'print']]]"
2849968118111056833,4.529411764705882,[['Jeans']],2022-05-31_02-04-56_UTC,1135,17,[[['print']]]
2856897357067054717,4.633333333333334,"[['Skirt'], ['Tee'], ['Sweater'], ['Skirt'], ['Jacket']]",2022-06-09_15-32-05_UTC,1096,46,"[[['print']], [['graphic', 'print']], [['print']], [['print']], [['floral', 'print']]]"
2857607601345896286,4.48,"[['Shorts'], ['Shorts'], ['Top'], ['Dress'], ['Tee'], ['Skirt']]",2022-06-10_15-03-13_UTC,1189,25,"[[['print']], [['print']], [['floral', 'print']], [['graphic']], [['print']], [['floral']]]"
2868516851421219014,4.076923076923077,[['Shorts']],2022-06-25_16-17-57_UTC,1588,13,[[['print']]]
2872954188066079935,4.666666666666667,"[['Dress'], ['Tee'], ['Tee'], ['Jacket'], ['Blouse'], ['Skirt'], ['Shorts'], ['Tee']]",2022-07-01_19-14-09_UTC,1105,15,"[[['floral', 'print']], [['graphic']], [['print']], [['floral', 'print']], [['print']], [['print']], [['print']], [['print']]]"
2890346010664836105,4.68,"[['Tee'], ['Tee'], ['Top']]",2022-07-25_19-08-36_UTC,1297,35,"[[['print']], [['print']], [['print']]]"
2890502925853057321,4.783333333333333,"[['Shorts'], ['Blouse'], ['Jacket'], ['Top']]",2022-07-26_00-20-21_UTC,2602,63,"[[['print']], [['floral']], [['print']], [['print']]]"
2891834553602059295,4.090909090909091,"[['Shorts'], ['Tee'], ['Tee'], ['Blouse'], ['Blouse'], ['Jacket']]",2022-07-27_20-26-04_UTC,1583,34,"[[['floral']], [['print']], [['print']], [['floral']], [['floral', 'print']], [['floral']]]"
2891894901331768145,4.7727272727272725,"[['Top'], ['Jeans'], ['Dress']]",2022-07-27_22-25-58_UTC,1468,26,"[[['print']], [['floral']], [['floral']]]"
2895662441980532372,4.744186046511628,"[['Blouse'], ['Dress']]",2022-08-02_03-11-24_UTC,2214,48,"[[['print']], [['graphic']]]"
2896341053172029017,4.764705882352941,"[['Jacket'], ['Top']]",2022-08-03_01-39-40_UTC,2505,39,"[[['floral']], [['floral', 'print']]]"
2898431068236382166,4.5,[['Tee']],2022-08-05_22-52-10_UTC,549,14,[[['floral']]]
2898936789923179931,4.666666666666667,[['Jacket']],2022-08-06_15-36-56_UTC,769,16,"[[['floral', 'print']]]"
2907193066347741034,4.724137931034483,"[['Blouse'], ['Blouse'], ['Dress'], ['Shorts'], ['Sweater']]",2022-08-18_01-00-41_UTC,3576,31,"[[['print']], [['print']], [['floral', 'print']], [['print']], [['print']]]"
2908605235008905410,4.052631578947368,"[['Jeans'], ['Shorts'], ['Dress'], ['Top'], ['Sweater'], ['Tee'], ['Tee'], ['Jacket'], ['Dress']]",2022-08-19_23-46-25_UTC,2158,21,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
2913244455613085392,4.75,[['Skirt']],2022-08-26_09-23-43_UTC,1351,16,[[['print']]]
2915094399779039676,4.066666666666666,"[['Skirt'], ['Dress'], ['Tee'], ['Sweater'], ['Skirt']]",2022-08-28_22-39-14_UTC,3031,16,"[[['print']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
2941266821072433149,4.466666666666667,"[['Tee'], ['Jacket'], ['Tee'], ['Jeans'], ['Skirt'], ['Tee']]",2022-10-04_01-19-09_UTC,2158,46,"[[['floral', 'print']], [['floral']], [['floral', 'print']], [['floral']], [['print']], [['floral']]]"
2947705116249320591,4.354838709677419,"[['Tee'], ['Tee'], ['Top']]",2022-10-12_22-30-54_UTC,1631,32,"[[['print']], [['print']], [['dot']]]"
2958650195420476503,4.5,"[['Jeans'], ['Sweater'], ['Sweater'], ['Shorts'], ['Tee'], ['Tee'], ['Shorts'], ['Jacket'], ['Jacket']]",2022-10-28_00-56-49_UTC,2307,31,"[[['floral']], [['floral']], [['print']], [['print']], [['floral', 'print']], [['print']], [['print']], [['print']], [['floral', 'print']]]"
2973099396916630544,4.64935064935065,[['Blouse']],2022-11-16_23-24-48_UTC,2737,78,[[['print']]]
2973115352560940929,5.0,"[['Jeans'], ['Skirt'], ['Dress']]",2022-11-16_23-56-30_UTC,1091,5,"[[['floral', 'print']], [['floral']], [['floral', 'print']]]"
2979089229460741319,4.72972972972973,"[['Dress'], ['Tee'], ['Tee'], ['Jacket']]",2022-11-25_05-45-32_UTC,2001,38,"[[['floral']], [['floral', 'print']], [['print']], [['floral', 'print']]]"
2984672574738691405,4.675,"[['Dress'], ['Jacket'], ['Dress'], ['Dress']]",2022-12-02_22-38-38_UTC,2219,41,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]"
2987405466783250651,4.516129032258065,"[['Jacket'], ['Jeans'], ['Skirt'], ['Jacket'], ['Jacket'], ['Sweater'], ['Jacket'], ['Jacket']]",2022-12-06_17-08-25_UTC,2215,31,"[[['print']], [['floral', 'print']], [['print']], [['print']], [['print']], [['floral']], [['floral', 'print']], [['print']]]"
2996690034750091400,4.548387096774194,"[['Dress'], ['Top'], ['Jacket'], ['Dress'], ['Blouse']]",2022-12-19_12-35-11_UTC,1871,64,"[[['print']], [['floral']], [['floral']], [['print']], [['floral']]]"
3002171390971203101,4.652173913043479,"[['Dress'], ['Jacket'], ['Shorts'], ['Jeans'], ['Skirt'], ['Jacket'], ['Jacket'], ['Tee'], ['Tee']]",2022-12-27_02-05-40_UTC,2662,23,"[[['print']], [['print']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['floral']], [['floral', 'print']]]"
3011400288895810953,4.655172413793103,"[['Sweater'], ['Tee'], ['Tee'], ['Jeans'], ['Tee'], ['Shorts'], ['Sweater'], ['Jeans'], ['Tee'], ['Tee']]",2023-01-08_19-41-50_UTC,3183,30,"[[['print']], [['floral']], [['print']], [['floral']], [['floral']], [['floral', 'print']], [['floral']], [['print']], [['floral']], [['print']]]"
3014521763702602081,4.783783783783784,"[['Blouse'], ['Dress'], ['Tee'], ['Sweater'], ['Tee'], ['Tee'], ['Jacket'], ['Dress'], ['Tee'], ['Shorts']]",2023-01-13_03-03-39_UTC,3237,40,"[[['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['floral']], [['print']], [['print']], [['floral']], [['print']], [['floral']]]"
3016780790453891757,4.666666666666667,[['Dress']],2023-01-16_05-51-56_UTC,1273,13,"[[['floral', 'print']]]"
3018666097041058492,4.304347826086956,"[['Jacket'], ['Dress'], ['Tee']]",2023-01-18_20-17-42_UTC,1615,31,"[[['print']], [['floral']], [['floral', 'print']]]"
3021795142189235304,4.809523809523809,"[['Shorts'], ['Jeans'], ['Skirt'], ['Tee'], ['Jacket'], ['Jacket']]",2023-01-23_03-54-33_UTC,2786,26,"[[['floral']], [['print']], [['print']], [['floral']], [['print']], [['floral', 'print']]]"
3035904879855895026,4.625,[['Skirt']],2023-02-11_15-08-05_UTC,2237,16,"[[['floral', 'print']]]"
3038359563027226406,4.827586206896552,"[['Dress'], ['Dress']]",2023-02-15_00-25-06_UTC,1339,30,"[[['print']], [['floral']]]"
3045491664302229902,4.625,"[['Skirt'], ['Tee'], ['Tee'], ['Jacket'], ['Tee'], ['Sweater']]",2023-02-24_20-35-19_UTC,1550,46,"[[['floral', 'print']], [['floral']], [['print']], [['floral', 'print']], [['print']], [['print']]]"
3047135689787353568,3.928571428571429,"[['Skirt'], ['Blouse'], ['Blouse']]",2023-02-27_03-01-42_UTC,1943,17,"[[['floral']], [['print']], [['print', 'striped']]]"
3053816368885542279,4.575221238938053,"[['Sweater'], ['Dress'], ['Jacket'], ['Shorts'], ['Dress'], ['Jeans'], ['Sweater'], ['Sweater'], ['Top'], ['Jacket']]",2023-03-08_08-15-01_UTC,4162,118,"[[['print']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral']], [['print']], [['print']], [['print']], [['floral', 'print']]]"
3057156766285908033,4.488888888888889,"[['Blouse'], ['Top'], ['Dress'], ['Sweater'], ['Jeans'], ['Dress'], ['Shorts'], ['Jacket'], ['Top'], ['Dress']]",2023-03-12_22-51-47_UTC,2433,47,"[[['floral', 'print']], [['print']], [['floral']], [['floral']], [['print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['print']]]"
3061503646213888754,4.239130434782608,"[['Jacket'], ['Blouse'], ['Jacket'], ['Tee'], ['Shorts']]",2023-03-18_22-48-16_UTC,1983,47,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]"
3068504349324346498,3.5,[['Skirt']],2023-03-28_14-37-25_UTC,1031,10,[[['print']]]
3070170251592479183,4.666666666666667,"[['Skirt'], ['Tee'], ['Skirt'], ['Dress'], ['Sweater'], ['Blouse']]",2023-03-30_21-47-16_UTC,1497,19,"[[['print']], [['print']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']]]"
3072892458765283966,4.75,"[['Dress'], ['Dress'], ['Dress'], ['Top'], ['Skirt'], ['Tee'], ['Skirt'], ['Tee'], ['Tee']]",2023-04-03_15-55-48_UTC,723,12,"[[['dot']], [['floral']], [['floral']], [['floral']], [['floral', 'print']], [['graphic']], [['print']], [['print']], [['floral']]]"
3085336298792671070,4.5,"[['Jacket'], ['Dress'], ['Shorts'], ['Skirt']]",2023-04-20_19-59-29_UTC,1175,17,"[[['floral', 'print']], [['floral']], [['print']], [['floral', 'print']]]"
3086094310297739690,4.793103448275862,[['Jacket']],2023-04-21_21-05-31_UTC,1847,31,"[[['floral', 'print']]]"
3087613175670435635,4.428571428571429,"[['Tee'], ['Jacket']]",2023-04-23_23-23-14_UTC,855,8,"[[['floral', 'print']], [['print']]]"
3087614393385761175,4.142857142857143,"[['Blouse'], ['Skirt'], ['Skirt'], ['Skirt']]",2023-04-23_23-25-39_UTC,2968,21,"[[['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
3091884132715011677,4.806451612903226,"[['Shorts'], ['Tee'], ['Shorts'], ['Jeans'], ['Shorts'], ['Skirt'], ['Sweater'], ['Tee']]",2023-04-29_20-48-52_UTC,2841,47,"[[['print']], [['print']], [['print']], [['floral']], [['graphic']], [['floral', 'print']], [['floral', 'print']], [['print']]]"
3092844330418850501,4.882352941176471,"[['Jacket'], ['Top'], ['Jacket']]",2023-05-01_04-36-37_UTC,1867,18,"[[['floral']], [['print']], [['floral']]]"
3102719945786901580,5.0,"[['Blouse'], ['Blouse']]",2023-05-14_19-37-42_UTC,2515,71,"[[['floral', 'print']], [['floral', 'print']]]"
3105838418277546891,5.0,"[['Skirt'], ['Sweater'], ['Tee'], ['Sweater'], ['Jacket'], ['Tee'], ['Dress'], ['Jacket'], ['Jacket']]",2023-05-19_02-53-33_UTC,2485,25,"[[['print']], [['floral', 'print']], [['floral']], [['print']], [['floral', 'print']], [['floral']], [['print']], [['print']], [['floral']]]"
3111408193522511451,4.4548736462093865,"[['Jeans'], ['Jeans'], ['Jacket'], ['Jeans']]",2023-05-26_19-19-41_UTC,9023,279,"[[['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
3112718758551837873,4.605263157894737,"[['Jacket'], ['Sweater']]",2023-05-28_14-43-33_UTC,6774,160,"[[['floral', 'print']], [['floral', 'print']]]"
3119345847782104493,4.452054794520548,"[['Sweater'], ['Skirt'], ['Skirt']]",2023-06-06_18-10-24_UTC,3007,73,"[[['floral', 'print']], [['print']], [['floral']]]"
3120169515093429855,4.585365853658536,"[['Tee'], ['Skirt'], ['Tee'], ['Top'], ['Top']]",2023-06-07_21-26-52_UTC,2844,44,"[[['print']], [['print']], [['floral', 'print']], [['floral']], [['floral']]]"
3130929925846528941,5.0,"[['Tee'], ['Sweater'], ['Skirt'], ['Sweater'], ['Dress']]",2023-06-22_17-45-53_UTC,1113,10,"[[['floral']], [['print']], [['print']], [['floral']], [['print']]]"
3131837677778946159,4.0,"[['Top'], ['Dress'], ['Skirt']]",2023-06-23_23-49-26_UTC,1497,26,"[[['floral']], [['print']], [['print']]]"
3135993159586002554,4.666666666666667,"[['Skirt'], ['Jeans'], ['Jacket'], ['Shorts']]",2023-06-29_17-25-38_UTC,2000,40,"[[['print']], [['print']], [['print']], [['print']]]"
3142092890897120057,5.0,"[['Jacket'], ['Skirt']]",2023-07-08_03-24-42_UTC,1360,18,"[[['print']], [['print']]]"
3143211495147210762,4.714285714285714,"[['Jeans'], ['Skirt']]",2023-07-09_16-27-10_UTC,3255,35,"[[['print']], [['print']]]"
3145616749755518937,4.230769230769231,"[['Sweater'], ['Skirt']]",2023-07-13_00-05-59_UTC,1526,31,"[[['print']], [['floral']]]"
3147149252765129008,5.0,"[['Dress'], ['Shorts'], ['Jacket']]",2023-07-15_02-50-48_UTC,1964,17,"[[['floral']], [['floral', 'print']], [['print']]]"
3150088826579496843,4.214285714285714,"[['Shorts'], ['Shorts'], ['Tee']]",2023-07-19_04-11-12_UTC,1952,14,"[[['print']], [['print']], [['print']]]"
3155518096843575129,4.653061224489796,"[['Tee'], ['Dress'], ['Tee'], ['Skirt'], ['Tee'], ['Dress']]",2023-07-26_15-58-12_UTC,2828,49,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral']]]"
3155792690796324723,4.0131578947368425,"[['Jacket'], ['Sweater'], ['Skirt'], ['Jeans'], ['Sweater']]",2023-07-27_01-03-46_UTC,3862,80,"[[['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['print']]]"
3156314439069029424,4.217391304347826,"[['Jeans'], ['Tee'], ['Dress'], ['Tee']]",2023-07-27_18-20-23_UTC,2400,28,"[[['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]"
3158734713841180363,4.681818181818182,"[['Dress'], ['Skirt'], ['Skirt']]",2023-07-31_02-29-02_UTC,2070,45,"[[['floral', 'print']], [['floral']], [['floral']]]"
3159929824915128106,4.551724137931035,"[['Sweater'], ['Dress'], ['Dress'], ['Blouse'], ['Sweater'], ['Shorts']]",2023-08-01_18-03-31_UTC,2594,32,"[[['floral']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral']]]"
3172454727903509652,4.67741935483871,"[['Shorts'], ['Jeans'], ['Dress'], ['Jacket']]",2023-08-19_00-48-15_UTC,2068,35,"[[['print']], [['floral', 'print']], [['print']], [['floral', 'print']]]"
3195076908130844580,4.619047619047619,"[['Blouse'], ['Blouse'], ['Tee'], ['Dress'], ['Shorts'], ['Blouse'], ['Blouse'], ['Jeans'], ['Dress'], ['Dress']]",2023-09-19_05-54-30_UTC,999,44,"[[['floral']], [['floral', 'print']], [['print']], [['print']], [['floral']], [['print']], [['floral']], [['floral']], [['floral']], [['floral']]]"
3199233750057797279,4.966666666666667,"[['Skirt'], ['Jeans'], ['Dress'], ['Sweater'], ['Dress'], ['Tee'], ['Shorts'], ['Tee'], ['Skirt']]",2023-09-24_23-33-24_UTC,2103,31,"[[['print']], [['floral', 'print']], [['print']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral']], [['print']]]"
3202156445313439575,4.371428571428571,"[['Shorts'], ['Dress'], ['Jacket'], ['Skirt'], ['Skirt'], ['Blouse'], ['Dress']]",2023-09-29_00-20-16_UTC,1878,70,"[[['floral', 'print']], [['floral']], [['print']], [['print']], [['floral', 'print']], [['floral']], [['print']]]"
3202883222809741051,4.6,"[['Shorts'], ['Jeans'], ['Skirt']]",2023-09-30_00-24-15_UTC,1953,20,"[[['floral']], [['floral', 'print']], [['print']]]"
